~product_sku~;~product_parent_sku~;~product_name~;~Price~;~category_path~;~product_s_desc~;~product_desc~;~product_full_image~;~product_thumb_image~;~product_availability~;~product_currency~;~product_discount~;~product_publish~;~product_special~
~A1206~;;~Круглый журнальный стол A1206~;~4690.00~;~Журнальные столы/Эком~;~Стильный круглый журнальный столик на металлическом ламинированном основании и деревянной вставкой - шаром.<br /> Диаметр: 500мм, Высота: 610мм<br />Материал: металл/стекло/дерево<br /><strong>Доступны различные варианты исполнения.</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_ecom.php'; if (file_exists($file)) include($file); ?>{/source}Стильный круглый журнальный столик на металлическом ламинированном основании и деревянной вставкой - шаром.<br />~;~_________________4edcb33e40ade.jpg~;~resized/_________________4edcb33e3cae0_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~A1207~;;~Круглый журнальный стол A1207~;~5310.00~;~Журнальные столы/Эком~;~Круглый журнальный стол с элементом из ламинированного массива дерева на металлическом основании.<br />Диаметр: 500мм, Высота: 680мм<br />Материал: дерево/стекло/металл<br /><strong>Доступны различные варианты исполнения.</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_ecom.php'; if (file_exists($file)) include($file); ?>{/source}Круглый журнальный стол с элементом из ламинированного массива дерева на металлическом основании.<br />~;~_________________4edcb4764fd01.jpg~;~resized/_________________4edcb4764d490_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~A1226~;;~Овальный журнальный стол A1226~;~13370.00~;~Журнальные столы/Эком~;~Оригинальный овальный журнальный стол с прозрачной столешницей и основанием из искусственного камня.<br />Ширина: 1200мм Глубина: 700мм, Высота: 390мм<br />Материал: искусственный камень/стекло<br /><strong>Белый или черный цвет искусственного камня~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_ecom.php'; if (file_exists($file)) include($file); ?>{/source}~;~_________________4edcb66746785.jpg~;~resized/_________________4edcb66743469_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~A1263-2~;;~Круглый журнальный стол A1263-2~;~4070.00~;~Журнальные столы/Эком~;~Круглый журнальный стол со стеклянной столешницей и опорами из массива дерева.<br />Диаметр: 500мм, Высота: 435мм<br />Материал: дерево/стекло/металл<br />~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_ecom.php'; if (file_exists($file)) include($file); ?>{/source}Круглый журнальный стол со стеклянной столешницей и опорами из массива дерева.<br />~;~_________________4edcc1b8e9a81.jpg~;~resized/_________________4edcc1b8e4940_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~A1270C~;;~Квадратный журнальный стол A1270C~;~5200.00~;~Журнальные столы/Эком~;~Квадратный журнальный стол со стеклянной прозрачной столешницей и подстольем из шпонированного МДФ.<br />Ширина: 700мм Глубина: 700мм, Высота: 410мм<br />Материал: металл/стекло/МДФ<br />~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_ecom.php'; if (file_exists($file)) include($file); ?>{/source}~;~_________________4edcc8858d722.jpg~;~resized/_________________4edcc88589aee_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~A1283~;;~Журнальный стол A1283~;~9320.00~;~Журнальные столы/Эком~;~Журнальный стол со стеклянной столешницей и подстольем с деревянными шпонированными накладками.<br />Ширина: 1200мм Глубина: 700мм, Высота: 415мм<br />Материал: металл/стекло/стекло<br />~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_ecom.php'; if (file_exists($file)) include($file); ?>{/source}Журнальный стол со стеклянной столешницей и подстольем с деревянными шпонированными накладками.<br />~;~_________________4eddbe4630f18.jpg~;~resized/_________________4eddbe462d3b0_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~A1283C~;;~Квадратный журнальный стол A1283C~;~10180.00~;~Журнальные столы/Эком~;~Квадратный журнальный стол со стеклянной столешницей и подстольем на металлических опорах с деревянными шпонированными накладками.<br />Ширина: 800мм Глубина: 800мм, Высота: 415мм<br />Материал: дерево/стекло/металл<br />~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_ecom.php'; if (file_exists($file)) include($file); ?>{/source}Квадратный журнальный стол со стеклянной столешницей и подстольем на металлических опорах с деревянными шпонированными накладками.<br />~;~_________________4eddc0447205e.jpg~;~resized/_________________4eddc0446f4b2_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~A1316~;;~Журнальный стол A1316~;~12470.00~;~Журнальные столы/Эком~;~Журнальный стол со столешницей из МДФ, покрытой эмалью и подстольем из стекла.<br />Ширина: 1100мм Глубина: 600мм, Высота: 386мм<br />Материал: металл/стекло/МДФ<br /><strong>Доступны различные варианты исполнения.</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_ecom.php'; if (file_exists($file)) include($file); ?>{/source}Журнальный стол со столешницей из МДФ, покрытой эмалью и подстольем из стекла.<br />~;~_________________4eddc620ea421.jpg~;~resized/_________________4eddc620e7a8e_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~A1318~;;~Журнальный стол A1318~;~9410.00~;~Журнальные столы/Эком~;~Журнальный стол со стеклянной столешницей в форме волны и подстольем из МДФ, на колесиках со стопорами.<br />Ширина: 1200мм Глубина: 600мм, Высота: 420мм<br />Материал: металл/стекло/МДФ<br /><strong>Доступны различные варианты исполнения.</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_ecom.php'; if (file_exists($file)) include($file); ?>{/source}Журнальный стол со стеклянной столешницей в форме волны и подстольем из МДФ, на колесиках со стопорами.<br />~;~_________________4eddc6f5e86da.jpg~;~resized/_________________4eddc6f5df5a8_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~A14~;;~Овальный журнальный стол A14~;~4470.00~;~Журнальные столы/Эком~;~Овальный журнальный столик с нижней полкой и  декоративными накладками на ножках.<br />Ширина: 1100мм Глубина: 600мм, Высота: 430мм<br />Материал: дерево/стекло/МДФ<br /><strong>Доступны различные варианты накладок на опоры.</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_ecom.php'; if (file_exists($file)) include($file); ?>{/source}~;~_________________4ed75dbfe5961.jpg~;~resized/_________________4ed75dbfde70a_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~A2023~;;~Стол обеденный А2023~;~5850.00~;~Обеденные столы/Дик~;~Компактный кухонный стеклянный стол с хромированными ножками.<br />Ширина: 800мм Глубина: 800мм, Высота: 750мм<br />Материал: металл/стекло<br />~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_dik.php'; if (file_exists($file)) include($file); ?>{/source}~;~_________________4ecd3ae244bcd.jpg~;~resized/_________________4ecd3ae241d67_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~A2067~;;~Обеденный стол A2067~;~8100.00~;~Обеденные столы/Дик~;~Обеденный стол с прозрачной столешницей. Декоративные хромированные опоры со вставками из дерева.<br />Ширина: 1350мм Глубина: 800мм, Высота: 750мм<br />Материал: металл/стекло/дерево<br />~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_dik.php'; if (file_exists($file)) include($file); ?>{/source}~;~_________________4ecd35e3b4f1e.jpg~;~resized/_________________4ecd35e3b2062_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1001~;;~Стол обеденный раскладной TREVISO~;~20100.00~;~Обеденные столы/NATISA~;~Солидный раскладной обеденный стол на 6-10 персон для кухни или гостиной.<br />Ширина: 1200(2400)мм Глубина: 900мм, Высота: 740мм<br />Материал: металл/стекло<br /><strong>Доступны различные варианты исполнения.</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_natisa.php'; if (file_exists($file)) include($file); ?>{/source}Солидный обеденный стол на 6-10 персон для кухни или гостиной. Раскладывается на 120 см.~;~_________________4ec416067ec4a.jpg~;~resized/_________________4ec416067ad89_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1002~;;~Раскладной обеденный стол TREVISO 2~;~15400.00~;~Обеденные столы/NATISA~;~Солидный, но компактный, раскладной обеденный стол для кухни с богатым выбором расцветок стекла.<br />Ширина: 900(1800)мм Глубина: 900мм, Высота: 740мм<br />Материал: металл/стекло<br /><strong>Доступны различные варианты исполнения.</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_natisa.php'; if (file_exists($file)) include($file); ?>{/source}Солидный, но компактный, раскладной обеденный стол для кухни или гостиной с богатым выбором расцветок стекла. На 4-8 персон. Раскладывается на 90 см.~;~_________________4ec16cdef396d.jpg~;~resized/_________________4ec16cdeef94c_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1003~;;~Раскладной обеденный стол MARA~;~18760.00~;~Обеденные столы/NATISA~;~Компактный раскладной стол на 4-8 персон.<br />Ширина: 900(1800)мм Глубина: 900мм, Высота: 7490мм<br />Материал: металл/стекло/дерево<br /><strong>Доступны различные варианты исполнения.</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_natisa.php'; if (file_exists($file)) include($file); ?>{/source}Компактный раскладной стол на 4-8 персон. Выполняется в 2-х цветах. Раскладывается на 90 см.~;~_________________4ec8c87abe761.jpg~;~resized/_________________4ec8c87aba56e_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1004~;;~Раскладной обеденный стол DIANA 2~;~20730.00~;~Обеденные столы/NATISA~;~Раскладной обеденный стол на 4-6 персон. Деревянный каркас со стеклянными вставками.<br />Ширина: 850(1700)мм Глубина: 850мм, Высота: 740мм<br />Материал: дерево/стекло<br /><strong>Доступны различные варинты исполнения.</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_natisa.php'; if (file_exists($file)) include($file); ?>{/source}Популярный деревянный стол на 4-6 персон. Имеет деревянную раму со стеклянными вставками. Имеет богатый выбор расцветок каркаса и стекла, раскладывается до 1,7 м.~;~_________________4ec2cd855a3c1.jpg~;~resized/_________________4ec2cd8555855_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1005~;;~Раскладной обеденный стол ANNA~;~19940.00~;~Обеденные столы/NATISA~;~Раскладной обеденный стол на 4-6 персон. Деревянный каркас со стеклянными вставками.<br />Ширина: 900(1800)мм Глубина: 900мм, Высота: 750мм<br />Материал: дерево/стекло<br /><strong>Доступны различные варинты исполнения.</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_natisa.php'; if (file_exists($file)) include($file); ?>{/source}Раскладной стол с основанием из натурального дерева. Сверху столешница закрыта закаленным стеклом.~;~_________________4fcfb1526331f.jpg~;~resized/_________________4fcfb1525f922_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1006~;;~Раскладной обеденный стол VENEZIA~;~20430.00~;~Обеденные столы/NATISA~;~Красивый раскладной стеклянный стол с прямыми формами на 6-8 персон.<br />Ширина: 1600(2000)мм Глубина: 900мм, Высота: 740мм<br />Материал: металл/стекло<br />~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_natisa.php'; if (file_exists($file)) include($file); ?>{/source}Красивый стеклянный стол с прямыми формами. Легко раскладывается (на 40 см), подходит для кухни и для гостиной. На 6-8 персон.~;~_________________4eca363ba1fe6.jpg~;~resized/_________________4eca363b9754e_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1007~;;~Раскладной обеденный стол MATERA/MATERA2~;~20850.00~;~Обеденные столы/NATISA~;~Один из самых популярных раскладных стеклянных столов. Рассчитан на 6-8 персон.<br />Ширина: 1600(2200)мм Глубина: 900мм, Высота: 740мм<br />Материал: металл/стекло<br /><strong>Доступны различные варианты исполнения</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_natisa.php'; if (file_exists($file)) include($file); ?>{/source}Один из самых популярных раскладных стеклянных столов. Подходит для кухни и для гостиной. Расчитан на 6-8 персон. <br />Раскладывается на 60 см - выдвижные вставки по краям столешницы.<br />~;~_________________4ec41f04c2de0.jpg~;~resized/_________________4ec41f04bef1f_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1008~;;~Раскладной обеденный стол DIANA~;~24670.00~;~Обеденные столы/NATISA~;~Раскладной обеденный стол с деревянным каркасом.<br />Ширина: 1300(2200)мм Глубина: 850мм, Высота: 740мм<br />Материал: дерево/стекло<br /><strong>Доступны различные варианты исполнения.</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_natisa.php'; if (file_exists($file)) include($file); ?>{/source}Один из самых популярных деревянных столов для гостиной и кухни. Имеет богатый выбор расцветок каркаса и столешницы, раскладывается до 2,2 м. На 6-8 персон.~;~_________________4ec563190cb14.jpg~;~resized/_________________4ec56318ee8c6_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1009~;;~Раскладной обеденный стол NOA~;~24740.00~;~Обеденные столы/NATISA~;~Популярный раскладной стол с лаконичными формами для кухни или гостиной для 4-8 персон.<br />Ширина: 1300(2200)мм Глубина: 850мм, Высота: 740мм<br />Материал: дерево/стекло<br /><strong>Доступны различные варианты исполнения.</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_natisa.php'; if (file_exists($file)) include($file); ?>{/source}Популярный стол с лаконичными формами для кухни или гостиной. Раскладывается на 90 см, предназначен для 4-8 персон.~;~_________________4ec5679135378.jpg~;~resized/_________________4ec567912f0c2_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1010~;;~Деревянный обеденный стол ADA2~;~24870.00~;~Обеденные столы/NATISA~;~Деревянный стол с классическими строгими формами.<br />Ширина: 1200(1700)мм Глубина: 800мм, Высота: 740мм<br />Материал: натуральное дерево<br />~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_natisa.php'; if (file_exists($file)) include($file); ?>{/source}Деревянный стол с правильными формами, и толщиной столешницы 35 мм. Раскладывается на 50 см, предназначен для 4-8 персон.~;~_________________4fd241be672fd.jpg~;~resized/_________________4fd241be61a1e_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1011~;;~Стол обеденный раскладной NOA 2~;~29270.00~;~Обеденные столы/NATISA~;~Деревянный раскладной стол оригинальной конструкции - стеклянный топ не имеет рамы.<br />Ширина: 1300(2200)мм Глубина: 850мм, Высота: 740мм<br />Материал: дерево/стекло<br />~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_natisa.php'; if (file_exists($file)) include($file); ?>{/source}Деревянный стол оригинальной конструкции - стеклянный топ не имеет рамы. Стол раскладывается на 90 см. Разложенная стеклянная столешница словно парит в воздухе. Стол на 4-8 персон.<br /><br />~;~_________________4eca3bd2da510.jpg~;~resized/_________________4eca3bd2d65f1_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1012~;;~Деревянный обеденный стол ADA~;~41870.00~;~Обеденные столы/NATISA~;~Деревянный стол с классическими строгими формами.<br />Ширина: 1600(2200)мм Глубина: 900мм, Высота: 740мм<br />Материал: натуральное дерево<br />~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_natisa.php'; if (file_exists($file)) include($file); ?>{/source}Солидный деревянный стол для гостиной или кухни. Толщина столешницы 35 мм.<br /> Раскладывается на 60 см до впечатляющих 220 см, предназначен для 6-10 персон. <br />В наличии стол в цвете орех, на заказ возможны любые варианты.<br />~;~_________________4fd2455ba5ed9.jpg~;~resized/_________________4fd2455b5e663_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1013~;;~Раскладной обеденный стол ESTE~;~43120.00~;~Обеденные столы/NATISA~;~Большой деревянный стол с классическими строгими формами.<br />Ширина: 1950(2550)мм Глубина: 900мм, Высота: 750мм<br />Материал: натуральное дерево/стекло<br />~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_natisa.php'; if (file_exists($file)) include($file); ?>{/source}Новинка коллекции NATISA. Солидный обеденный стол для большого помещения на 8 - 12 персон. Раскладывается до 255 см.~;~_________________4fd246dfcfa14.jpg~;~resized/_________________4fd246dfcc040_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1014~;;~Раскладной обеденный стол TOSCA~;~44880.00~;~Обеденные столы/NATISA~;~Деревянный стол с классическими строгими формами.<br />Ширина: 1600(2100)мм Глубина: 900мм, Высота: 750мм<br />Материал: натуральное дерево/стекло<br />~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_natisa.php'; if (file_exists($file)) include($file); ?>{/source}Новинка коллекции NATISA. Обеденный стол классической формы, верхняя часть каркаса имеет скосы. Раскладывается до 210 см.~;~_________________4fd24928c64e3.jpg~;~resized/_________________4fd24928c2904_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1015~;;~Раскладной обеденный стол BELLA 2~;~47230.00~;~Обеденные столы/NATISA~;~Деревянный стол классической формы на 4-6 персон.<br />Ширина: 1800мм Глубина: 900мм, Высота: 750мм<br />Материал: натуральное дерево<br />~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_natisa.php'; if (file_exists($file)) include($file); ?>{/source}Новинка коллекции NATISA. Обеденный стол в минималистском стиле - деревянная столешница из натурального дерева на массивных деревянных ножках.~;~_________________4fd24a939beb6.jpg~;~resized/_________________4fd24a93971b6_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1101~;;~Круглый обеденный стол BARONE~;~56345.00~;~Обеденные столы/Bontempi~;~Высокотехнологичный круглый обеденный стол класса премиум.<br />Диаметр: 1300мм, Высота: 750мм<br />Материал: металл/стекло<br />~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_bontempi.php'; if (file_exists($file)) include($file); ?>{/source}<p>Высокотехнологичные материалы и точная геометрия – неотъемлемая часть этого проекта. Стол был задуман как главное действующее лицо интерьера – стол с сильным характером.</p><p>Основание в форме скрещенных сабель гарантирует устойчивость стола. Основание помимо хрома, алюминия, белой и черной краски может быть исполнено в тщательно обработанной и подогнанной натуральной коже.</p><p>Столешница может быть круглой или овальной, и помимо популярных цветов может быть с помощью сериграфии покрыта мелкой сеткой, создающей уникальный эффект.</p>~;~_________________4ed4d1cd1492f.jpg~;~resized/_________________4ed4d1cd10409_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1102~;;~Раздвижной обеденный стол OSCAR~;~59742.00~;~Обеденные столы/Bontempi~;~Совершенно новый стол из коллекции Bontempi, имеет необычные ножки со скругленными углами.<br />Ширина: 1200(1700)мм Глубина: 800мм, Высота: 750мм<br />Материал: металл/стекло<br /><strong>Доступны различные варианты исполнения.</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_bontempi.php'; if (file_exists($file)) include($file); ?>{/source}Совершенно новый стол из коллекции Bontempi, имеет необычные ножки со скругленными углами. Столешница из закаленного стекла также имеет скругленные углы и раскладывается до 170 см. Стол на 6-8 персон.~;~_________________4ed4ce8e16235.jpg~;~resized/_________________4ed4ce8e13418_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1103~;;~Раздвижной обеденный стол SIRIO~;~51347.00~;~Обеденные столы/Bontempi~;~Раздвижной обеденный стол со стальным каркасом необычной формы – скосы на внутренних сторонах ножек.<br />Ширина: 1300(1800)мм Глубина: 850мм, Высота: 750мм<br />Материал: металл/стекло<br /><strong>Доступны различные варианты исполнения.</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_bontempi.php'; if (file_exists($file)) include($file); ?>{/source}Раздвижной стол со стальным каркасом необычной формы – внутренняя часть ножек устремлена внутрь под углом 45 градусов.<br /> В наличии столы со столешницей из экстра-белого стекла, а также столы, полностью выполненные в цвете "тортора".~;~_________________4ed4cb0bdfa69.jpg~;~resized/_________________4ed4cb0bdb309_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1104~;;~Раздвижной стол CORINTO~;~42109.00~;~Обеденные столы/Bontempi~;~Раздвижной стол с металлическим каркасом и стеклянной столешницей.<br />Ширина: 1000мм Глубина: 700мм, Высота: 750мм<br />Материал: металл/стекло<br /><strong>Доступны различные варианты исполнения.</strong>~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_bontempi.php'; if (file_exists($file)) include($file); ?>{/source}Раздвижной стол с металлическим каркасом и стеклянной столешницей. <br />Имеет размеры 1000x700мм, раздвигается до 1200 или 2000 мм. <br />Предлагается в различных расцветках. За столом могут разместиться 4-6 или 6-8 персон.~;~_________________4ed4c62892955.jpg~;~resized/_________________4ed4c6288bbd6_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
~AI1105~;;~Раскладной обеденный стол GIRO~;~176316.00~;~Обеденные столы/Bontempi~;~Раскладной стол с уникальной системой трансформации - подходит для 6-10 персон.<br />Ширина: 1300(2100)мм Глубина: 1300мм, Высота: 750мм<br />Материал: металл/стекло<br />~;~{source 0}<?php  $file = JPATH_ROOT. '/media/vmart/hdr_bontempi.php'; if (file_exists($file)) include($file); ?>{/source}<p>Словно по волшебству простой поворот столешницы превращает круглый стол Giro в широкий эллиптический стол на 10 персон. Тем же легким движением, буквально двумя пальцами, стол можно вернуть в исходное положение - удобный семейный стол на 6 человек. Столешница и вставки выполнены из лакированного стекла, есть возможность выбора формы основания.</p>~;~_________________4ed4d39a075f5.jpg~;~resized/_________________4ed4d39a0325c_180x180.jpg~;;~RUB~;~0.00~;~Y~;~N~
